date,tiker,close
2021-04-13,4180,31.55
2021-04-14,4180,32.35
2021-04-15,4180,32.4
2021-04-18,4180,32.5
2021-04-19,4180,32.15
2021-04-20,4180,31.85
2021-04-21,4180,31.8
2021-04-22,4180,31.7
2021-04-25,4180,31.7
2021-04-26,4180,31.95
2021-04-27,4180,32.15
2021-04-28,4180,31.7
2021-04-29,4180,32.05
2021-05-02,4180,32.4
2021-05-03,4180,32.1
2021-05-04,4180,32.1
2021-05-05,4180,31.8
2021-05-06,4180,31.3
2021-01-03,4190,173.4
2021-01-04,4190,173.0
2021-01-05,4190,175.0
2021-01-06,4190,175.0
2021-01-07,4190,175.0
2021-01-10,4190,176.4
2021-01-11,4190,174.0
2021-01-12,4190,175.8
2021-01-13,4190,174.8
2021-01-14,4190,174.6
2021-01-17,4190,174.4
2021-01-18,4190,174.0
2021-01-19,4190,173.4
2021-01-20,4190,173.0
2021-01-21,4190,172.0
2021-01-24,4190,170.4
2021-01-25,4190,171.6
2021-01-26,4190,171.0
2021-01-27,4190,170.8
2021-01-28,4190,174.8
2021-01-31,4190,172.0
2021-02-01,4190,172.0
2021-02-02,4190,172.0
2021-02-03,4190,171.0
2021-02-04,4190,172.0
2021-02-07,4190,172.0
2021-02-08,4190,172.8
2021-02-09,4190,172.8
2021-02-10,4190,173.0
2021-02-11,4190,173.0
2021-02-14,4190,174.0
2021-02-15,4190,173.4
2021-02-16,4190,174.0
2021-02-17,4190,173.0
2021-02-18,4190,172.2
2021-02-21,4190,173.0
2021-02-22,4190,172.6
2021-02-23,4190,172.0
2021-02-24,4190,170.2
2021-02-25,4190,171.0
2021-02-28,4190,170.2
2021-03-01,4190,170.2
2021-03-02,4190,171.2
2021-03-03,4190,173.6
2021-03-04,4190,172.0
2021-03-07,4190,172.6
2021-03-08,4190,172.4
2021-03-09,4190,172.2
2021-03-10,4190,172.0
2021-03-11,4190,174.2
2021-03-14,4190,174.4
2021-03-15,4190,175.0
2021-03-16,4190,174.8
2021-03-17,4190,176.4
2021-03-18,4190,173.0
2021-03-21,4190,175.0
2021-03-22,4190,175.6
2021-03-23,4190,173.8
2021-03-24,4190,173.0
2021-03-25,4190,174.0
2021-03-28,4190,173.8
2021-03-29,4190,176.0
2021-03-30,4190,177.0
2021-03-31,4190,182.0
2021-04-01,4190,182.2
2021-04-04,4190,181.0
2021-04-05,4190,180.8
2021-04-06,4190,187.0
2021-04-07,4190,183.4
2021-04-08,4190,184.8
2021-04-11,4190,185.2
2021-04-12,4190,188.0
2021-04-13,4190,187.0
2021-04-14,4190,189.0
2021-04-15,4190,190.0
2021-04-18,4190,191.0
2021-04-19,4190,190.2
2021-04-20,4190,190.0
2021-04-21,4190,192.2
2021-04-22,4190,192.0
2021-04-25,4190,189.4
2021-04-26,4190,192.6
2021-04-27,4190,193.6
2021-04-28,4190,196.0
2021-04-29,4190,199.0
2021-05-02,4190,198.0
2021-05-03,4190,196.8
2021-05-04,4190,198.2
2021-05-05,4190,198.2
2021-05-06,4190,200.0
2021-01-03,4200,51.44
2021-01-04,4200,51.6
2021-01-05,4200,51.52
2021-01-06,4200,51.76
2021-01-07,4200,51.44
2021-01-10,4200,51.6
2021-01-11,4200,51.6
2021-01-12,4200,51.6
2021-01-13,4200,51.68
2021-01-14,4200,51.76
2021-01-17,4200,51.36
2021-01-18,4200,51.6
2021-01-19,4200,53.36
2021-01-20,4200,52.72
2021-01-21,4200,52.96
2021-01-24,4200,52.48
2021-01-25,4200,52.16
2021-01-26,4200,51.68
2021-01-27,4200,52.08
2021-01-28,4200,52.08
2021-01-31,4200,51.76
2021-02-01,4200,51.52
2021-02-02,4200,51.92
2021-02-03,4200,51.12
2021-02-04,4200,50.96
2021-02-07,4200,51.6
2021-02-08,4200,51.84
2021-02-09,4200,51.92
2021-02-10,4200,51.52
2021-02-11,4200,51.6
2021-02-14,4200,51.84
2021-02-15,4200,51.52
2021-02-16,4200,51.44
2021-02-17,4200,51.44
2021-02-18,4200,51.2
2021-02-21,4200,52.88
2021-02-22,4200,53.04
2021-02-23,4200,53.52
2021-02-24,4200,52.56
2021-02-25,4200,54.0
2021-02-28,4200,53.44
2021-03-01,4200,53.84
2021-03-02,4200,54.08
2021-03-03,4200,54.56
2021-03-04,4200,54.0
2021-03-07,4200,55.12
2021-03-08,4200,54.56
2021-03-09,4200,54.56
2021-03-10,4200,54.96
2021-03-11,4200,54.8
2021-03-14,4200,54.88
2021-03-15,4200,54.88
2021-03-16,4200,56.0
2021-03-17,4200,55.76
2021-03-18,4200,54.4
2021-03-21,4200,55.2
2021-03-22,4200,55.2
2021-03-23,4200,55.04
2021-03-24,4200,54.8
2021-03-25,4200,54.96
2021-03-28,4200,54.72
2021-03-29,4200,54.64
2021-03-30,4200,54.72
2021-03-31,4200,56.96
2021-04-01,4200,58.8
2021-04-04,4200,59.28
2021-04-05,4200,58.0
2021-04-06,4200,58.32
2021-04-07,4200,58.96
2021-04-08,4200,59.28
2021-04-11,4200,60.24
2021-04-12,4200,61.6
2021-04-13,4200,60.88
2021-04-14,4200,60.8
2021-04-15,4200,61.4
2021-04-18,4200,60.9
2021-04-19,4200,60.1
2021-04-20,4200,60.4
2021-04-21,4200,60.0
2021-04-22,4200,59.5
2021-04-25,4200,60.3
2021-04-26,4200,61.0
2021-04-27,4200,61.2
2021-04-28,4200,62.7
2021-04-29,4200,63.1
2021-05-02,4200,65.1
2021-05-03,4200,64.3
2021-05-04,4200,63.3
2021-05-05,4200,64.4
2021-05-06,4200,63.8
2021-01-03,4210,76.5
2021-01-04,4210,77.1
2021-01-05,4210,76.7
2021-01-06,4210,76.9
2021-01-07,4210,76.3
2021-01-10,4210,78.1
2021-01-11,4210,77.5
2021-01-12,4210,77.8
2021-01-13,4210,77.5
2021-01-14,4210,77.3
2021-01-17,4210,76.9
2021-01-18,4210,76.9
2021-01-19,4210,77.3
2021-01-20,4210,77.7
2021-01-21,4210,77.1
2021-01-24,4210,77.0
2021-01-25,4210,76.8
2021-01-26,4210,76.3
2021-01-27,4210,76.9
2021-01-28,4210,76.3
2021-01-31,4210,76.4
2021-02-01,4210,75.7
2021-02-02,4210,74.5
2021-02-03,4210,74.0
2021-02-04,4210,73.5
2021-02-07,4210,75.8
2021-02-08,4210,76.4
2021-02-09,4210,76.4
2021-02-10,4210,77.0
2021-02-11,4210,78.8
2021-02-14,4210,81.3
2021-02-15,4210,79.8
2021-02-16,4210,80.3
2021-02-17,4210,80.2
2021-02-18,4210,80.3
2021-02-21,4210,80.1
2021-02-22,4210,80.0
2021-02-23,4210,79.7
2021-02-24,4210,77.2
2021-02-25,4210,77.8
2021-02-28,4210,78.0
2021-03-01,4210,77.5
2021-03-02,4210,78.0
2021-03-03,4210,77.7
2021-03-04,4210,77.9
2021-03-07,4210,78.8
2021-03-08,4210,77.7
2021-03-09,4210,78.8
2021-03-10,4210,78.2
2021-03-11,4210,78.4
2021-03-14,4210,78.4
2021-03-15,4210,78.0
2021-03-16,4210,77.5
2021-03-17,4210,77.0
2021-03-18,4210,77.5
2021-03-21,4210,77.2
2021-03-22,4210,77.0
2021-03-23,4210,76.8
2021-03-24,4210,76.5
2021-03-25,4210,77.2
2021-03-28,4210,77.6
2021-03-29,4210,77.4
2021-03-30,4210,77.4
2021-03-31,4210,77.9
2021-04-01,4210,79.3
2021-04-04,4210,83.0
2021-04-05,4210,82.2
2021-04-06,4210,80.3
2021-04-07,4210,80.0
2021-04-08,4210,80.7
2021-04-11,4210,82.4
2021-04-12,4210,84.7
2021-04-13,4210,84.2
2021-04-14,4210,84.5
2021-04-15,4210,85.1
2021-04-18,4210,88.4
2021-04-19,4210,92.2
2021-04-20,4210,92.8
2021-04-21,4210,93.5
2021-04-22,4210,96.6
2021-04-25,4210,93.8
